neighborhood,current_price,baseline_cagr,recovery_cagr,peak_price_2022,distance_from_peak,median_nightly_rate,median_monthly_str_income,median_bedrooms,occupancy_rate,listing_count,monthly_mortgage,monthly_property_tax,monthly_insurance,monthly_maintenance,monthly_base_costs,str_utilities,str_cleaning,str_supplies,str_platform_fees,str_additional_costs,str_total_costs,str_monthly_cash_flow,str_annual_cash_flow,str_cash_on_cash_return,estimated_ltr_rent,ltr_effective_rent,ltr_monthly_cash_flow,ltr_annual_cash_flow,ltr_cash_on_cash_return,str_total_invested,str_cumulative_cash_flow,str_appreciation_gain,str_principal_paydown,str_total_return,str_roi_pct,str_annualized_roi,ltr_total_invested,ltr_cumulative_cash_flow,ltr_appreciation_gain,ltr_principal_paydown,ltr_total_return,ltr_roi_pct,ltr_annualized_roi,metro,metro_display,state,has_str_data
Water Oak Estates,454434.4944060776,6.3692961435833695,-0.5523849496398614,469261.09851239016,-3.159563866110904,0.0,0.0,0.0,0.0,0,2418.691224190829,908.8689888121553,189.34770600253236,378.6954120050647,3895.6033310105813,200,300,75,0.0,575.0,4470.603331010581,-4470.603331010581,-53647.239972126976,-59.02637303341282,2953.8242136395043,2717.518276548344,-1178.0850544622372,-14137.020653546846,-15.554519768600752,(104519.93371339786+0j),(-268236.19986063486+0j),(85291.13141358196+0j),(21334.463967534655+0j),(-161610.60447951825+0j),(-154.62180154329954+0j),(-28.31457760667969+52.08250800677504j),104519.93371339786,-76570.66389699173,85291.13141358196,21334.463967534655,30054.931484124885,28.755214834462056,5.184795169549483,dallas,"Dallas Metro, TX",TX,True
Heatherwood,379482.07723133295,4.734520716718493,-2.331039962038284,416251.2903022323,-8.833417199548354,0.0,0.0,0.0,0.0,0,2019.76298286228,758.964154462666,158.11753217972208,316.23506435944415,3253.0797338641123,200,300,75,0.0,575.0,3828.0797338641123,-3828.0797338641123,-45936.956806369344,-60.52585821907749,2466.633502003664,2269.302821843371,-983.7769120207413,-11805.322944248896,-15.554519768600757,(87280.87776320658+0j),(-229684.78403184674+0j),(71223.58913475077+0j),(17815.65176648437+0j),(-140645.5431306116+0j),(-161.14130235053733+0j),(-26.679641186439984+53.27035884666403j),87280.87776320658,-63941.43699102093,71223.58913475077,17815.65176648437,25097.803910214214,28.755214834461988,5.184795169549461,dallas,"Dallas Metro, TX",TX,True
Creekview Village,341165.1100273329,5.797862039271551,-1.6330071151843484,362799.52148176567,-5.96318632562477,0.0,0.0,0.0,0.0,0,1815.823991754119,682.3302200546658,142.1521291780554,284.3042583561108,2924.6105993429514,200,300,75,0.0,575.0,3499.6105993429514,-3499.6105993429514,-41995.327192115416,-61.54692545898216,2217.5732151776638,2040.1673579634507,-884.4432413795007,-10613.318896554008,-15.554519768600764,(78467.97530628656+0j),(-209976.63596057708+0j),(64032.01911663957+0j),(16016.774334815505+0j),(-129927.84250912201+0j),(-165.58072513273154+0j),(-25.644536107723347+54.02240670730601j),78467.97530628656,-57485.15857587979,64032.01911663957,16016.774334815505,22563.634875575284,28.755214834461988,5.184795169549461,dallas,"Dallas Metro, TX",TX,True
Nottingham,386228.7079198137,3.8210630419617697,0.09944781399102709,391389.9679736222,-1.3187001395386644,0.0,0.0,0.0,0.0,0,2055.6713847110695,772.4574158396273,160.92862829992237,321.85725659984473,3310.914685450464,200,300,75,0.0,575.0,3885.914685450464,-3885.914685450464,-46630.97622540557,-60.36705101046863,2510.486601478789,2309.647673360486,-1001.2670120899779,-12015.204145079735,-15.554519768600752,(88832.60282155714+0j),(-233154.88112702785+0j),(72489.83932423557+0j),(18132.387734148477+0j),(-142532.6540686438+0j),(-160.45083622615098+0j),(-26.845995082400208+53.14949566654955j),88832.60282155714,-65078.221274000876,72489.83932423557,18132.387734148477,25544.005784383167,28.755214834462066,5.184795169549483,dallas,"Dallas Metro, TX",TX,True
Trails,276334.50307287165,4.877813946417309,-0.9362645351104426,290903.39288437297,-5.008153967214845,0.0,0.0,0.0,0.0,0,1470.7682751878476,552.6690061457433,115.1393762803632,230.2787525607264,2368.8554101746804,200,300,75,0.0,575.0,2943.8554101746804,-2943.8554101746804,-35326.26492209616,-63.919388511503286,2210.6760245829732,2033.8219426163355,-335.0334675583449,-4020.401610700139,-7.27451976860075,(63556.93570676049+0j),(-176631.3246104808+0j),(51864.20200451219+0j),(12973.153603798972+0j),(-111793.96900216964+0j),(-175.89578188282326+0j),(-23.440132618371845+55.62399959120329j),63556.93570676049,-21775.791944295503,51864.20200451219,12973.153603798972,43061.56366401566,67.75273726646208,10.900606966770109,dallas,"Dallas Metro, TX",TX,True
Park Groves,201467.14534213263,6.341192754639202,-1.5692292233833949,214313.27106637871,-5.994087841749796,0.0,0.0,0.0,0.0,0,1072.2927559419827,402.93429068426525,83.94464389255526,167.88928778511053,1727.0609783039138,200,300,75,0.0,575.0,2302.0609783039135,-2302.0609783039135,-27624.731739646963,-68.55889999516916,1611.737162737061,1482.7981897180962,-244.2627885858176,-2931.153463029811,-7.274519768600755,(46337.44342869051+0j),(-138123.65869823482+0j),(37812.6242184868+0j),(9458.334712379874+0j),(-90852.69976736815+0j),(-196.0675709422401+0j),(-19.744832307352556+58.30879242091024j),46337.44342869051,-15876.072628630493,37812.6242184868,9458.334712379874,31394.886302236184,67.75273726646209,10.900606966770109,dallas,"Dallas Metro, TX",TX,True
Parkwood,478412.6914338821,4.582469980315751,2.377680541497007,458317.29408954486,4.384603767627215,0.0,0.0,0.0,0.0,0,2546.3132586908005,956.8253828677642,199.3386214307842,398.6772428615684,4101.154505850917,200,300,75,0.0,575.0,4676.154505850917,-4676.154505850917,-56113.854070211004,-58.645866920909306,3109.6824943202337,2860.907894774615,-1240.246611076302,-14882.959332915625,-15.554519768600755,(110034.91902979289+0j),(-280569.270351055+0j),(89791.51062980341+0j),(22460.17512457329+0j),(-168317.58459667832+0j),(-152.96742714111048+0j),(-28.75417494125002+51.76312184801189j),110034.91902979289,-80610.90839443346,89791.51062980341,22460.17512457329,31640.77735994324,28.755214834461988,5.184795169549461,dallas,"Dallas Metro, TX",TX,True
Trinity Falls,523219.4758463849,7.748307220357442,-1.3232241266142752,571377.989824205,-8.428486017222504,0.0,0.0,0.0,0.0,0,2784.79378245555,1046.4389516927697,218.00811493599372,436.01622987198743,4485.2570789563015,200,300,75,0.0,575.0,5060.2570789563015,-5060.2570789563015,-60723.08494747562,-58.02831101541762,3034.672959909032,2791.89912311631,-1693.3579558399915,-20320.2954700799,-19.418519768600753,(120340.47944466853+0j),(-303615.4247373781+0j),(98201.13046410203+0j),(24563.731829261815+0j),(-180850.56244401424+0j),(-150.2824014650596+0j),(-29.49160207882102+51.2273496712613j),120340.47944466853,-110061.27478045956,98201.13046410203,24563.731829261815,12703.587512904283,10.556371032862039,2.0273848309220854,dallas,"Dallas Metro, TX",TX,True
The Shores of Wellington,396485.637403064,5.949845523488473,-0.7635356654108638,419783.18412407726,-5.549899948857195,0.0,0.0,0.0,0.0,0,2110.2630709357363,792.971274806128,165.20234891794334,330.4046978358867,3398.841392495694,200,300,75,0.0,575.0,3973.841392495694,-3973.841392495694,-47686.096709948324,-60.135969895765776,2577.1566431199158,2370.984111670323,-1027.8572808253712,-12334.287369904454,-15.554519768600747,(91191.69660270473+0j),(-238430.48354974162+0j),(74414.92452622735+0j),(18613.922686207865+0j),(-145401.6363373064+0j),(-159.44613572744277+0j),(-27.09079372304958+52.97163904331988j),91191.69660270473,-66806.47894313656,74414.92452622735,18613.922686207865,26222.368269298648,28.75521483446213,5.184795169549483,dallas,"Dallas Metro, TX",TX,True
North Brook,317419.3473524191,4.895719973241253,-2.77436548391804,357587.4771066375,-11.233091851882637,0.0,0.0,0.0,0.0,0,1689.4390704936964,634.8386947048382,132.2580613968413,264.5161227936826,2721.051949389058,200,300,75,0.0,575.0,3296.051949389058,-3296.051949389058,-39552.6233926687,-62.303422463966676,2063.225757790724,1898.167697167466,-822.8842522215919,-9874.611026659102,-15.55451976860075,(73006.4498910564+0j),(-197763.1169633435+0j),(59575.26464541757+0j),(14901.975338688062+0j),(-123285.87697923786+0j),(-168.8698425457076+0j),(-24.9132231061197+54.553736704254305j),73006.4498910564,-53484.07847491846,59575.26464541757,14901.975338688062,20993.16150918717,28.755214834462077,5.184795169549483,dallas,"Dallas Metro, TX",TX,True
Royal Acres,318087.94819535286,5.247106337818375,-2.0953106725034587,347266.39451864705,-8.402323629310294,0.0,0.0,0.0,0.0,0,1692.9976449663582,636.1758963907057,132.53664508139704,265.0732901627941,2726.783476601255,200,300,75,0.0,575.0,3301.783476601255,-3301.783476601255,-39621.401719215064,-62.28057671471679,2067.5716632697936,1902.1659302082103,-824.6175463930449,-9895.410556716539,-15.554519768600755,(73160.22808493116+0j),(-198107.00859607532+0j),(59700.75186758017+0j),(14933.364330430166+0j),(-123472.89239806499+0j),(-168.77051320114288+0j),(-24.934894788729466+54.537991305184875j),73160.22808493116,-53596.73543880595,59700.75186758017,14933.364330430166,21037.38075920439,28.755214834462038,5.184795169549483,dallas,"Dallas Metro, TX",TX,True
Northshore,417895.7456974954,5.916207238268356,-0.8833247504330899,437112.6650882691,-4.396330952088312,0.0,0.0,0.0,0.0,0,2224.2166586984704,835.7914913949908,174.1232273739564,348.2464547479128,3582.3778322153303,200,300,75,0.0,575.0,4157.37783221533,-4157.37783221533,-49888.53398658396,-59.69016734462889,2716.3223470337202,2499.0165592710227,-1083.3612729443075,-13000.33527533169,-15.554519768600752,(96116.02151042395+0j),(-249442.66993291982+0j),(78433.30865550868+0j),(19619.06905949436+0j),(-151390.29221791678+0j),(-157.50786376597813+0j),(-27.572567235645028+52.62161009755276j),96116.02151042395,-70414.00923934285,78433.30865550868,19619.06905949436,27638.368475660187,28.755214834462077,5.184795169549483,dallas,"Dallas Metro, TX",TX,True
Whispering Farms,1797617.8589278634,-1.7227151883254077,,,,0.0,0.0,0.0,0.0,0,9567.677175386936,3595.2357178557268,749.0074412199432,1498.0148824398864,15409.935216902491,200,300,75,0.0,575.0,15984.935216902491,-15984.935216902491,-191819.2226028299,-53.35372633570598,9886.898224103248,9095.946366174989,-6313.988850727503,-75767.86620873003,-21.07451976860075,(413452.1075534086+0j),(-959096.1130141495+0j),(337388.254907015+0j),(84393.27100117342+0j),(-537314.587105961+0j),(-129.958120248922+0j),(-36.42877847336676+46.187195996348926j),413452.1075534086,-410383.2030694062,337388.254907015,84393.27100117342,11398.322838782216,2.7568665464620503,0.5453917322971957,dallas,"Dallas Metro, TX",TX,True
University Park at Northpointe,320425.1440261278,6.082284762665369,-3.914776873130288,374321.0205051932,-14.398303468591244,0.0,0.0,0.0,0.0,0,1705.437182709854,640.8502880522557,133.51047667755327,267.02095335510654,2746.8189007947694,200,300,75,0.0,575.0,3321.8189007947694,-3321.8189007947694,-39861.82680953723,-62.20146507336337,2082.7634361698306,1916.1423612762442,-830.6765395185253,-9968.118474222303,-15.55451976860076,(73697.7831260094+0j),(-199309.13404768618+0j),(60139.41151863162+0j),(15043.089320171333+0j),(-124126.63320888323+0j),(-168.42654954308455+0j),(-25.010134825657193+54.483326218548186j),73697.7831260094,-53990.54497268305,60139.41151863162,15043.089320171333,21191.955866119904,28.755214834462024,5.184795169549461,dallas,"Dallas Metro, TX",TX,True
Custer Meadows,656900.5102940497,6.549132039519123,0.5941225576826747,680903.1232553982,-3.5251142404211566,0.0,0.0,0.0,0.0,0,3496.300388664876,1313.8010205880994,273.70854595585405,547.4170919117081,5631.2270471205375,200,300,75,0.0,575.0,6206.2270471205375,-6206.2270471205375,-74474.72456544645,-56.68645662347649,3810.022959705488,3505.221122929049,-2126.0059241914882,-25512.07109029786,-19.41851976860076,(151087.11736763144+0j),(-372373.62282723223+0j),(123291.22995463689+0j),(30839.692936250183+0j),(-218242.69993634516+0j),(-144.44825193488072+0j),(-31.209481687433783+49.97923707761093j),151087.11736763144,-138181.6061987041,123291.22995463689,30839.692936250183,15949.316692182969,10.556371032862074,2.0273848309220854,dallas,"Dallas Metro, TX",TX,True
Lakeside Estates,359030.4878678515,5.193196571725944,-0.9603043249351018,382593.6331789915,-6.1587918009383795,0.0,0.0,0.0,0.0,0,1910.9110353910464,718.060975735703,149.5960366116048,299.1920732232096,3077.7601209615636,200,300,75,0.0,575.0,3652.7601209615636,-3652.7601209615636,-43833.12145153876,-61.04373156698664,2333.698171141035,2147.0023174497524,-930.7578035118113,-11169.093642141735,-15.554519768600747,(82577.01220960586+0j),(-219165.6072576938+0j),(67385.10588251206+0j),(16855.505250924965+0j),(-134924.99612425678+0j),(-163.3929256023161+0j),(-26.147397580268784+53.65705646180635j),82577.01220960586,-60495.41386868485,67385.10588251206,16855.505250924965,23745.19726475217,28.755214834462105,5.184795169549483,dallas,"Dallas Metro, TX",TX,True
Myers Meadow,964383.0900694171,4.34699791086135,3.3768075440615775,933684.2180392338,3.287928770462889,0.0,0.0,0.0,0.0,0,5132.8518090543475,1928.7661801388342,401.8262875289238,803.6525750578476,8267.096851779952,200,300,75,0.0,575.0,8842.096851779952,-8842.096851779952,-106105.16222135942,-55.01193629065077,5304.106995381794,4879.778435751251,-3387.318416028701,-40647.82099234441,-21.074519768600744,(221808.11071596597+0j),(-530525.8111067971+0j),(181001.49940344598+0j),(45275.16405389877+0j),(-304249.1476494523+0j),(-137.16772874868195+0j),(-33.62709148761455+48.22274074165706j),221808.11071596597,-220161.7098556766,181001.49940344598,45275.16405389877,6114.953601668152,2.7568665464621316,0.5453917322972179,dallas,"Dallas Metro, TX",TX,True
Firewheel Farms,462906.2544502706,3.881942109135439,-0.48788438602594963,475151.25713752187,-2.5770746690263358,0.0,0.0,0.0,0.0,0,2463.7814889585165,925.8125089005413,192.8776060209461,385.7552120418922,3968.226815921896,200,300,75,0.0,575.0,4543.226815921897,-4543.226815921897,-54518.72179106276,-58.88743267879051,3008.8906539267587,2768.179401612618,-1200.0474143092779,-14400.568971711335,-15.554519768600757,(106468.43852356225+0j),(-272593.6089553138+0j),(86881.16475860338+0j),(21732.19006806024+0j),(-163980.25412865018+0j),(-154.01771304494162+0j),(-28.473844377000045+51.96679392483925j),106468.43852356225,-77998.1265983161,86881.16475860338,21732.19006806024,30615.22822834752,28.75521483446209,5.184795169549483,dallas,"Dallas Metro, TX",TX,True
Quail Run,641381.8403094695,6.4314061887288165,0.3764162654781744,673487.6008300054,-4.7670900668355,0.0,0.0,0.0,0.0,0,3413.703509764048,1282.7636806189391,267.24243346227894,534.4848669245579,5498.1944907698235,200,300,75,0.0,575.0,6073.1944907698235,-6073.1944907698235,-72878.33388923788,-56.813530808787604,3720.0146737949226,3422.413499891329,-2075.7809908784943,-24909.37189054193,-19.41851976860075,(147517.823271178+0j),(-364391.6694461894+0j),(120378.58811667794+0j),(30111.13357360143+0j),(-213901.94775591005+0j),(-145.00074839275516+0j),(-31.039311013672787+50.102873309117626j),147517.823271178,-134917.1929261721,120378.58811667794,30111.13357360143,15572.528764107265,10.556371032862048,2.0273848309220854,dallas,"Dallas Metro, TX",TX,True
Westlake Park,278437.3770333167,9.699369434581984,-0.2726581181012766,282533.18984935706,-1.4496749278285481,0.0,0.0,0.0,0.0,0,1481.9606535312992,556.8747540666334,116.01557376388196,232.03114752776392,2386.8821288895783,200,300,75,0.0,575.0,2961.8821288895783,-2961.8821288895783,-35542.58554667494,-63.825097631238734,2227.4990162665335,2049.2990949652108,-337.58303392436756,-4050.9964070924107,-7.274519768600758,(64040.59671766285+0j),(-177712.9277333747+0j),(52258.882649389096+0j),(13071.877818817069+0j),(-112382.16726516854+0j),(-175.48582153384703+0j),(-23.52302140354501+55.56377736368028j),64040.59671766285,-21941.50323021357,52258.882649389096,13071.877818817069,43389.2572379926,67.752737266462,10.900606966770109,dallas,"Dallas Metro, TX",TX,True
Las Mariposas,195042.4501854285,10.17519418380013,-1.7254118252676864,205407.51369513257,-5.046097546893047,0.0,0.0,0.0,0.0,0,1038.0978301938158,390.084900370857,81.26768757726187,162.53537515452373,1671.9857932964583,200,300,75,0.0,575.0,2246.9857932964583,-2246.9857932964583,-26963.829519557497,-69.12297680305687,1560.339601483428,1435.5124333647539,-236.4733599317044,-2837.680319180453,-7.274519768600748,(44859.76354264855+0j),(-134819.1475977875+0j),(36606.79691961763+0j),(9156.712742634292+0j),(-89055.63793553557+0j),(-198.5200788026215+0j),(-19.339187066662177+58.60351093955477j),44859.76354264855,-15369.79193084509,36606.79691961763,9156.712742634292,30393.717731406832,67.75273726646212,10.900606966770109,dallas,"Dallas Metro, TX",TX,True
Kings Ridge,822637.0672066747,5.574780550366887,-0.27581260538379615,865504.142543599,-4.952844617351426,0.0,0.0,0.0,0.0,0,4378.419947515885,1645.2741344133494,342.7654446694478,685.5308893388956,7051.990415937577,200,300,75,0.0,575.0,7626.990415937577,-7626.990415937577,-91523.88499125093,-55.628349754544296,4524.503869636711,4162.543560065775,-2889.4468558718027,-34673.36227046163,-21.07451976860075,(189206.5254575352+0j),(-457619.42495625466+0j),(154397.71203220042+0j),(38620.573668415775+0j),(-264601.13925563847+0j),(-139.84778728734943+0j),(-32.696370267040734+48.898949290121j),189206.5254575352,-187802.11429655418,154397.71203220042,38620.573668415775,5216.171404062014,2.7568665464620623,0.5453917322971957,dallas,"Dallas Metro, TX",TX,True
Freemonteers,181823.32830377607,7.192004331207036,-3.713731972539125,203915.2692343214,-10.833882628553537,0.0,0.0,0.0,0.0,0,967.740112018287,363.64665660755213,75.75972012657336,151.5194402531467,1558.665929005559,200,300,75,0.0,575.0,2133.665929005559,-2133.665929005559,-25603.991148066707,-70.40898268370046,1454.5866264302085,1338.219696315792,-220.44623268976716,-2645.354792277206,-7.274519768600748,(41819.3655098685+0j),(-128019.95574033353+0j),(34125.748769754515+0j),(8536.110911263298+0j),(-85358.09605931572+0j),(-204.1114087184632+0j),(-18.443738602320526+59.25409233053607j),41819.3655098685,-14328.094840615144,34125.748769754515,8536.110911263298,28333.76484040267,67.75273726646209,10.900606966770109,dallas,"Dallas Metro, TX",TX,True
Meadowcrest Estates,399165.77077527903,4.186361322245169,-0.47391827976146494,412710.7969224031,-3.281965542973364,0.0,0.0,0.0,0.0,0,2124.527866295318,798.3315415505581,166.31907115636628,332.63814231273255,3421.816621314975,200,300,75,0.0,575.0,3996.816621314975,-3996.816621314975,-47961.7994557797,-60.077545430092826,2594.5775100393134,2387.0113092361685,-1034.8053120788063,-12417.663744945676,-15.554519768600757,(91808.12727831419+0j),(-239808.9972788985+0j),(74917.94885749929+0j),(18739.747661119676+0j),(-146151.30076027953+0j),(-159.19211631147348+0j),(-27.153210197800128+52.92629081996544j),91808.12727831419,-67258.07228424336,74917.94885749929,18739.747661119676,26399.624234375602,28.755214834462052,5.184795169549483,dallas,"Dallas Metro, TX",TX,True
Vista Oaks,410858.2439561752,6.089747753165553,-0.4940487702171148,423262.5822395908,-2.9306484447032988,0.0,0.0,0.0,0.0,0,2186.760118951845,821.7164879123505,171.19093498173967,342.38186996347935,3522.049411809415,200,300,75,0.0,575.0,4097.049411809415,-4097.049411809415,-49164.59294171298,-59.831576541223285,2670.5785857151386,2456.9322988579274,-1065.1171129514873,-12781.405355417848,-15.554519768600764,(94497.39610992032+0j),(-245822.96470856492+0j),(77112.4659526968+0j),(19288.677486737783+0j),(-149421.82126913033+0j),(-158.12268635986686+0j),(-27.41835944004324+52.733648619207415j),94497.39610992032,-69228.21417505451,77112.4659526968,19288.677486737783,27172.929264380073,28.755214834461945,5.184795169549461,dallas,"Dallas Metro, TX",TX,True
Timber Valley Estates,366127.20342229586,6.55044880556741,-1.14033962161888,384075.2642967568,-4.673058263026631,0.0,0.0,0.0,0.0,0,1948.6827359186361,732.2544068445918,152.5530014259566,305.1060028519132,3138.5961470410975,200,300,75,0.0,575.0,3713.5961470410975,-3713.5961470410975,-44563.15376449317,-60.857474325792516,2379.826822244923,2189.440676465329,-949.1554705757685,-11389.865646909222,-15.554519768600755,(84209.25678712805+0j),(-222815.76882246585+0j),(68717.06220715243+0j),(17188.676751213497+0j),(-136910.02986409992+0j),(-162.58311151016778+0j),(-26.337055472643435+53.51926193722431j),84209.25678712805,-61691.18625872341,68717.06220715243,17188.676751213497,24214.55269964251,28.755214834462077,5.184795169549483,dallas,"Dallas Metro, TX",TX,True
Shoal Creek,1603787.334210856,3.1873855591086464,6.6620213167932985,1386578.9200086084,15.665059598691933,0.0,0.0,0.0,0.0,0,8536.029721498015,3207.574668421712,668.2447225878567,1336.4894451757134,13748.338557683297,200,300,75,0.0,575.0,14323.338557683297,-14323.338557683297,-171880.06269219957,-53.58567779710432,8820.830338159707,8115.163911106931,-5633.174646576366,-67598.0957589164,-21.074519768600762,(368871.0868684969+0j),(-859400.3134609979+0j),(301008.9198012848+0j),(75293.45486422302+0j),(-483097.9387954901+0j),(-130.96660486369734+0j),(-36.0064264163802+46.494052727540215j),368871.0868684969,-366133.09107205924,301008.9198012848,75293.45486422302,10169.283593448577,2.7568665464620548,0.5453917322971957,dallas,"Dallas Metro, TX",TX,True
Foxchase,584988.1697546014,4.972351947275944,-1.118274053545898,619947.4778851098,-5.639075789092429,0.0,0.0,0.0,0.0,0,3113.552711904316,1169.976339509203,243.74507073108393,487.49014146216786,5014.76426360677,200,300,75,0.0,575.0,5589.76426360677,-5589.76426360677,-67077.17116328125,-57.33207493018163,3392.9313845766883,3121.4968738105536,-1893.2673897962168,-22719.2086775546,-19.41851976860075,(134547.27904355834+0j),(-335385.85581640626+0j),(109794.2684283678+0j),(27463.604067677225+0j),(-198127.98332036124+0j),(-147.25528805099006+0j),(-30.36176944563681+50.59513607278719j),134547.27904355834,-123054.56250558677,109794.2684283678,27463.604067677225,14203.309990458249,10.556371032862039,2.0273848309220854,dallas,"Dallas Metro, TX",TX,True
Stoneridge Farms,617757.329080197,8.079383445115296,-0.13999808300770855,641219.0562552634,-3.6589254399398974,0.0,0.0,0.0,0.0,0,3287.9639396182592,1235.5146581603942,257.39888711674877,514.7977742334975,5295.6752591289,200,300,75,0.0,575.0,5870.6752591289,-5870.6752591289,-70448.10310954679,-57.01923699913015,3582.9925086651424,3296.353107971931,-1999.3221511569686,-23991.865813883625,-19.41851976860076,(142084.18568844532+0j),(-352240.515547734+0j),(115944.59088134265+0j),(29002.027003180876+0j),(-207293.89766321046+0j),(-145.895123133375+0j),(-30.767350453438702+50.300464222067845j),142084.18568844532,-129947.68406423063,115944.59088134265,29002.027003180876,14998.933820292892,10.556371032861996,2.0273848309220854,dallas,"Dallas Metro, TX",TX,True
Fox Hollow,387667.51529225986,5.3236786915027645,-3.5096024708927587,446272.2565865239,-13.132060178359229,0.0,0.0,0.0,0.0,0,2063.3293217908345,775.3350305845197,161.52813137177495,323.0562627435499,3323.248746490679,200,300,75,0.0,575.0,3898.248746490679,-3898.248746490679,-46778.98495788815,-60.333898395667475,2519.838849399689,2318.251741447714,-1004.9970050429652,-12059.964060515582,-15.554519768600755,(89163.52851721976+0j),(-233894.92478944073+0j),(72759.88376450748+0j),(18199.935828365677+0j),(-142935.10519656757+0j),(-160.30669442266762+0j),(-26.880914770662322+53.124125027962435j),89163.52851721976,-65320.655413759756,72759.88376450748,18199.935828365677,25639.164179113402,28.755214834462077,5.184795169549483,dallas,"Dallas Metro, TX",TX,True
Park Terrace,328266.2759323243,5.62793797733363,0.15004549362678254,330598.4370293484,-0.7054362137885906,0.0,0.0,0.0,0.0,0,1747.1709796876266,656.5325518646486,136.7776149718018,273.5552299436036,2814.036376467681,200,300,75,0.0,575.0,3389.036376467681,-3389.036376467681,-40668.43651761217,-61.944280450539516,2133.730793560108,1963.0323300752993,-851.0040463923815,-10212.048556708578,-15.554519768600757,(75501.24346443458+0j),(-203342.18258806085+0j),(61611.08459819545+0j),(15411.209144209046+0j),(-126319.88884565636+0j),(-167.30835553080695+0j),(-25.25684248801173+54.30408260986284j),75501.24346443458,-55311.74898151612,61611.08459819545,15411.209144209046,21710.544760888377,28.755214834462016,5.184795169549461,dallas,"Dallas Metro, TX",TX,True
Villages of Northshore,648291.0480218612,4.9515852630141355,2.3493579573625745,627758.2387540197,3.2708147819127342,0.0,0.0,0.0,0.0,0,3450.4772148101715,1296.5820960437225,270.12127000910885,540.2425400182177,5557.423120881221,200,300,75,0.0,575.0,6132.423120881221,-6132.423120881221,-73589.07745057465,-56.756203618049284,3760.088078526795,3459.2810322446517,-2098.142088636569,-25177.70506363883,-19.418519768600756,(149106.9410450281+0j),(-367945.3872528733+0j),(121675.35178716364+0j),(30435.502090513648+0j),(-215834.53337519598+0j),(-144.75149973737115+0j),(-31.115872260276632+50.04724830746282j),149106.9410450281,-136370.57194521322,121675.35178716364,30435.502090513648,15740.281932464073,10.556371032862073,2.0273848309220854,dallas,"Dallas Metro, TX",TX,True
Southridge,404710.9227991241,5.215091932995164,-1.6391519430306145,431101.3281132572,-6.1216246838376565,0.0,0.0,0.0,0.0,0,2154.0414941162135,809.4218455982482,168.6295511663017,337.2591023326034,3469.3519932133668,200,300,75,0.0,575.0,4044.3519932133668,-4044.3519932133668,-48532.2239185604,-59.959122900482086,2630.6209981943066,2420.1713183387624,-1049.1806748746044,-12590.168098495253,-15.554519768600747,(93083.51224379854+0j),(-242661.119592802+0j),(75958.69795510505+0j),(19000.077472134202+0j),(-147702.34416556274+0j),(-158.67723574794852+0j),(-27.280384512626664+52.83389327177402j),93083.51224379854,-68192.41150607214,75958.69795510505,19000.077472134202,26766.36392116711,28.755214834462105,5.184795169549483,dallas,"Dallas Metro, TX",TX,True
Star Trail,929370.4174927054,-2.056993274171659,,,,0.0,0.0,0.0,0.0,0,4946.499661628924,1858.7408349854106,387.23767395529393,774.4753479105879,7966.953518480215,200,300,75,0.0,575.0,8541.953518480215,-8541.953518480215,-102503.44222176258,-55.14671023115878,5111.537296209879,4702.614312513089,-3264.339205967126,-39172.07047160551,-21.07451976860075,(213755.19602332226+0j),(-512517.21110881295+0j),(174430.10023669922+0j),(43631.414271058864+0j),(-294455.69660105486+0j),(-137.75370240306466+0j),(-33.41911643087202+48.37384346514483j),213755.19602332226,-212168.56901726677,174430.10023669922,43631.414271058864,5892.945490491315,2.7568665464620334,0.5453917322971957,dallas,"Dallas Metro, TX",TX,True
Lynden Park Estates,355500.3495597341,6.42431998712043,-2.922135654000213,397313.2681039039,-10.523916994696247,0.0,0.0,0.0,0.0,0,1892.1221567933012,711.0006991194682,148.12514564988922,296.25029129977844,3047.498292862437,200,300,75,0.0,575.0,3622.498292862437,-3622.498292862437,-43469.979514349245,-61.139151576340524,2310.7522721382716,2125.89209036721,-921.6062024952271,-11059.274429942725,-15.554519768600755,(81765.08039873885+0j),(-217349.89757174623+0j),(66722.547265039+0j),(16689.774855318945+0j),(-133937.5754513883+0j),(-163.80779520820252+0j),(-26.050985221884616+53.72710414039774j),81765.08039873885,-59900.59759212993,66722.547265039,16689.774855318945,23511.724528228013,28.755214834462095,5.184795169549483,dallas,"Dallas Metro, TX",TX,True
Carrollton Summertree,366663.3571284798,5.068577643285566,-1.6194124631907947,389885.4675050352,-5.95613643287577,0.0,0.0,0.0,0.0,0,1951.5363711068264,733.3267142569597,152.77639880353325,305.5527976070665,3143.1922817743857,200,300,75,0.0,575.0,3718.1922817743857,-3718.1922817743857,-44618.30738129263,-60.84369560503732,2383.3118213351186,2192.6468756283093,-950.5454061460764,-11406.544873752917,-15.554519768600755,(84332.57213955036+0j),(-223091.53690646315+0j),(68817.69091552496+0j),(17213.84770999069+0j),(-137059.9982809475+0j),(-162.52320402862347+0j),(-26.35116359885078+53.5090117835442j),84332.57213955036,-61781.526331360285,68817.69091552496,17213.84770999069,24250.012294155364,28.755214834462013,5.184795169549461,dallas,"Dallas Metro, TX",TX,True
